user_id,auction_id,category_2,category_1,buy_mount,day
922120529,38818026461,50012439,50014815,1,20141103
773452235,41712949578,50013207,50008168,1,20141103
42987311,15119337318,50013187,28,4,20130528
78373589,17703965147,50013711,50008168,1,20130528
872506303,16406447204,50011993,28,1,20130528
47579319,25548712116,121466023,50008168,1,20140531
695170303,17805215937,50006520,50014815,1,20140531
23202259,35798361969,50013207,50008168,1,20140531
682480993,38552308117,50010555,50008168,1,20140509
21311970,40930903849,50000820,28,1,20140910
353604868,39798454258,50012359,122650008,1,20141024
1666744184,42182866180,50012359,122650008,1,20141108
2115106170,19338051774,50011993,28,1,20141108
21982137,17015452673,50008721,50014815,1,20120728
112064803,13327908866,50013711,50008168,1,20120830
75490173,12490318469,211122,38,2,20120830
897014068,19599908189,50010566,50008168,1,20120830
288586293,10432932727,50016116,38,1,20130129
641175953,21904732463,50013636,50008168,1,20130129
1684115591,17715475233,50002524,28,1,20130626
61944117,8020647565,50024168,28,3,20130626
325944993,17565317749,50012360,122650008,1,20130626
805865879,15973403614,50018831,50014815,1,20130808
671476780,15642240309,50014129,28,1,20130808
753549901,37970402860,50018436,50014815,1,20140427
2059210808,37134962156,50012245,50014815,1,20140427
892980209,21511404406,50016704,50022520,1,20140427
52569790,35906176572,50018825,38,2,20140323
137947475,37394499281,50013636,50008168,1,20140323
705436835,38050581172,50010555,50008168,1,20140617
780079127,36728302266,50012438,50014815,1,20140617
678534442,36536285006,50012360,122650008,1,20140617
901626357,16421196817,50010558,50008168,1,20140419
693235556,17661893783,50156020,50008168,1,20140419
49436265,40057129690,121406041,50014815,1,20140825
1070267161,7997053149,121364022,50008168,1,20141012
35832151,19178578964,50012451,50008168,1,20140228
387201989,15863809409,50012245,50014815,1,20140228
647972637,20124164177,50010536,50008168,1,20140228
603896228,10310068684,50012449,50008168,1,20130617
788123879,20373279959,50012364,122650008,1,20130617
811678808,22943276809,50018440,50014815,1,20130617
56451923,17938943321,50012773,50014815,1,20140722
446462579,24349876738,50008424,28,1,20140722
1698269229,37462137197,50012361,122650008,3,20140305
1076546787,37223027228,50012442,50008168,1,20140305
11398888,26361324627,50008807,28,4,20140305
392530596,17001611735,50011993,28,101,20140301
1886671878,17328354137,50023591,50022520,1,20140301
411688371,20124607563,50012432,50014815,1,20130630
351595773,39835527644,121394024,50008168,1,20140902
658723068,40811034679,50013636,50008168,1,20140902
874019884,38639839754,50010558,50008168,1,20140615
1923869975,39511231559,50012564,50014815,1,20140615
832043508,42338395571,50023686,28,1,20141115
1980971872,41232440535,121394024,50008168,1,20141015
671593165,22467671574,50003700,28,1,20131025
40717216,35332627147,50012365,122650008,1,20131025
321508287,7874943730,50012455,50014815,1,20131025
89168473,20129452256,50012442,50008168,1,20121114
739457948,17175155823,50010558,50008168,1,20121114
367350303,15619701066,50006520,50014815,6,20121114
790024261,17742690809,50013711,50008168,1,20130521
693625160,38606955978,50023707,28,1,20141024
61597827,41087041523,50006095,28,1,20141024
49423869,39271687511,50013207,50008168,1,20140727
1737587862,38378163491,50018831,50014815,1,20141227
1868686168,42850893991,50010557,50008168,1,20141227
884006809,16452448810,50012361,122650008,1,20120925
648441909,14142429043,50013200,28,1,20120925
229635323,15685197993,50014277,50014815,1,20120925
703214368,10516173816,50012564,50014815,5,20121109
1072614039,16157177198,50013636,50008168,1,20121109
1043748995,19850384096,50013636,50008168,1,20121109
546771881,17109662182,50003700,28,1,20130127
77125929,20131468178,50018831,50014815,2,20130127
627185889,17450263878,50003700,28,1,20130410
1082322756,9230069059,50006023,50022520,2,20130410
33975929,35284867992,121382031,50008168,1,20140518
356802872,38218462594,50018831,50014815,4,20140518
641310095,37686582803,50008875,28,1,20140518
73152560,10833226954,50003700,28,1,20140228
26147443,17471254055,50009542,50014815,1,20140228
112291849,13950513611,50024842,50008168,1,20130710
485864476,20945103439,50012471,50014815,1,20130710
258202957,22197604967,50016704,50022520,1,20130710
1981688755,36898437536,50012359,122650008,1,20141225
1931270266,37616759717,121452056,50008168,1,20140707
211733420,20167650453,50016706,50022520,1,20140707
18427495,12726865474,50012485,50014815,2,20130922
181416859,19876499133,50228021,50014815,1,20130922
774999348,19273434694,50023591,50022520,1,20130912
27891227,16632595924,50012442,50008168,1,20130912
458794715,10880388202,50018825,38,1,20130912
918911822,37417769614,50012359,122650008,1,20140414
1607810358,25726312341,50012451,50008168,1,20140414
13537581,21701779747,50013636,50008168,1,20140106
130043178,20840752818,50013207,50008168,1,20140106
547565290,35107917975,50012365,122650008,1,20140106
750574684,35572324049,50016704,50022520,1,20140330
916173921,20163034915,50012788,28,1,20140330
80659509,36709237693,50015727,50014815,2,20140330
826488613,35634315152,50008875,28,1,20131117
199045095,16562449647,50012449,50008168,1,20131117
278380320,10893268749,211122,38,6,20150126
675298418,10103799899,50006032,50022520,1,20150126
179250018,16230526802,50013636,50008168,2,20121111
129993757,17680235797,50010558,50008168,1,20121111
92359774,15727424958,50013636,50008168,1,20121111
99712499,10847915319,50013636,50008168,1,20121111
802292318,16734487504,50006843,38,1,20121111
30501179,12678593483,50006602,50008168,2,20140902
2058332217,39572951210,50010555,50008168,1,20140725
475032837,20198835949,50010558,50008168,1,20130514
87267992,2004847063,50002524,28,1,20130514
746385942,26886708125,50012376,50022520,1,20131027
470444227,18696403055,50018436,50014815,1,20131027
1049051801,27094944780,50012451,50008168,2,20131027
259879874,39855377983,121408024,50008168,1,20140914
686259706,16000533664,50010549,50008168,1,20140914
1866183232,15362497510,50012424,28,1,20140306
196351350,12358220267,50024151,28,1,20140306
1064259707,19415190330,50006095,28,1,20140306
791373543,19813613870,50012442,50008168,1,20140502
2084503379,17342299951,50006957,28,1,20140502
108248812,41964736566,50010536,50008168,1,20150125
1055416132,42397920930,50011828,50022520,1,20150125
94720348,40301244443,50018831,50014815,1,20150102
1834895775,43246645145,50010544,50008168,1,20150102
883604540,19486401993,50016704,50022520,1,20141106
408515292,10174624070,50011993,28,1,20140204
606636500,16143687091,50013636,50008168,2,20120910
253522099,16569875141,50016706,50022520,1,20120910
908709335,9905077665,203322,28,1,20120910
131021484,15647837835,50006602,50008168,1,20120910
607616238,18765743379,50013636,50008168,1,20130304
141490273,14888458417,50023636,28,1,20130304
2236741079,40449614217,50010566,50008168,1,20140918
401138472,14336594007,50003700,28,1,20130802
373726419,24033632962,50008727,50014815,1,20130802
65786696,15013503182,50012474,28,1,20140225
831058355,35574301088,50012424,28,1,20140225
184427755,17188883205,50012442,50008168,1,20121113
36013790,14970322557,50011993,28,1,20121113
308958878,40929847618,50010566,50008168,1,20150107
277349655,21297516176,50006843,38,1,20150107
89549238,41637312043,50013636,50008168,1,20141212
31795068,20749016489,121394024,50008168,1,20141212
39630222,36065209588,50012365,122650008,1,20141212
2267000239,40228730287,50012359,122650008,1,20141012
1072233837,37643180055,50018436,50014815,1,20141012
353058027,40345476845,50010557,50008168,1,20141108
790526806,36768583457,50010566,50008168,1,20140415
105188726,7699617366,50006602,50008168,1,20121022
409226305,15938966395,50012366,122650008,1,20121022
108600936,13726846339,50013207,50008168,1,20121022
128388012,20804967898,50012361,122650008,1,20130902
747092342,21708147113,50010558,50008168,1,20130902
186387641,19696530517,50012361,122650008,1,20130902
347987433,38538099924,50012364,122650008,1,20140525
25847454,22328940677,50012245,50014815,4,20140525
808332945,38395509289,50013207,50008168,1,20140525
2242122629,15702737975,50013207,50008168,1,20140924
763787778,42091142651,50012365,122650008,1,20141105
1082110166,22083840779,50011993,28,1,20141030
2272815271,40186808606,50018831,50014815,1,20141030
158293125,14466586145,50006030,50022520,1,20120826
797300269,12592327830,50010566,50008168,1,20120826
537974689,15394977038,50013636,50008168,1,20120826
375324201,188208197,50023722,28,1,20130329
34689462,15830062907,50014129,28,1,20130329
764275037,36246803284,50011993,28,1,20131226
663323441,35013054893,50013636,50008168,1,20131226
797878849,26309628773,50012451,50008168,1,20131226
609486989,36956863920,50011993,28,1,20140416
17280238,17504108573,50012485,50014815,2,20140416
50313665,20657211771,50012451,50008168,1,20140416
94769573,13716364917,50015727,50014815,1,20131124
833654608,16938927493,50012432,50014815,1,20131124
2011648816,37862264977,50228021,50014815,1,20140316
1990086430,37134017410,50013207,50008168,1,20140316
1929823172,37148308986,50010545,50008168,1,20140316
20995405,36818435772,50013636,50008168,1,20140731
34380319,39376560209,50010558,50008168,1,20140731
54747933,39164497467,50010558,50008168,1,20140602
657997500,38507596030,50010555,50008168,1,20140602
756739123,26626712415,50006097,28,1,20140622
69773813,40052562352,50012361,122650008,1,20140922
153651309,42940592890,121452056,50008168,1,20141219
63229414,42670521942,50008856,28,1,20141219
1022278076,17178087280,50012451,50008168,1,20121123
1699527366,37940337997,50014530,50008168,1,20141118
504804896,36740523560,50012361,122650008,1,20141118
808030601,38325453122,50012475,28,10,20140716
89152681,19506327983,50012431,50014815,1,20130517
1059151568,19557451605,50010558,50008168,1,20130517
73743071,15646178172,50006602,50008168,1,20130517
191045226,21909544560,50013207,50008168,1,20130827
294487431,19338434787,50013711,50008168,1,20130827
579193743,14548523674,50013636,50008168,1,20130502
140442115,6196641190,50009540,50014815,1,20130502
1124373301,10340084800,50013187,28,1,20130502
15375327,17482470214,50012359,122650008,1,20130603
828939761,17929393664,50013207,50008168,1,20130603
1130652949,17531404707,50012617,50014815,1,20130603
94917136,37439289537,50012361,122650008,1,20140413
842502553,36490133859,50006030,50022520,1,20140413
628154609,18607947574,50013207,50008168,1,20140315
12060934,14020897390,50012371,122650008,1,20140315
1968453717,12567034563,122616024,28,14,20150127
50186739,40656444515,50010544,50008168,1,20150127
49630210,42721564588,50010549,50008168,1,20150127
647970943,42250472013,50010538,50008168,1,20141212
763343323,35898390736,50010555,50008168,1,20141212
111238217,13130663199,121414042,50022520,1,20141018
15169247,14092661801,121408024,50008168,1,20141018
1034017295,40372885625,50010558,50008168,1,20141129
142516573,39263161861,50013636,50008168,1,20141201
842296408,10729772090,50011993,28,1,20121015
224798654,19539516589,50006235,50008168,1,20121015
299068805,20320156997,50013636,50008168,1,20121015
465367819,8633072982,50012371,122650008,1,20130408
719878893,2276405999,50003700,28,1,20130408
923777348,19172891851,50011993,28,1,20130408
528983,37869413885,50013207,50008168,1,20140508
165896581,36306386285,50012429,28,1,20140508
36562898,15837792821,50014268,50014815,1,20140508
60375735,16714610496,50018614,38,1,20130330
90068599,18273155496,50000820,28,1,20130330
1760529303,22011380291,50013711,50008168,1,20131214
1857784804,26751284312,50012365,122650008,1,20131214
349086589,24636016903,50012564,50014815,1,20140310
1815195016,35021191150,50016032,28,1,20140310
687696040,37425530181,50023591,50022520,1,20140310
650666942,35840016215,50006602,50008168,1,20140701
77175683,18287210938,50010558,50008168,1,20140701
107344443,16999202803,50006602,50008168,1,20140125
524351436,41616866813,50010558,50008168,1,20141111
1664494902,40867835503,50010555,50008168,1,20141111
2218797395,39617074820,50010544,50008168,1,20141228
669302326,8945822711,211122,38,6,20130526
58955138,19889306637,50013636,50008168,1,20130913
854146269,19161118487,50013711,50008168,1,20130913
119434628,18982036853,50006602,50008168,1,20130913
73666140,35452824088,50016704,50022520,1,20131211
425705249,14563246094,203320,28,1,20131211
1993208739,37501052139,50006095,28,1,20140326
1027969540,37554024452,50012442,50008168,1,20140326
1677434032,37597449343,50012359,122650008,1,20140326
325928841,39007468481,121364022,50008168,2,20140713
1880202552,16228955347,121452056,50008168,1,20140713
1908983530,38418455099,121364031,50014815,3,20140713
1083212351,37652399638,50010545,50008168,1,20140408
1927142708,21806292490,50016704,50022520,1,20140408
486513614,17828043627,50011993,28,6,20150126
216907677,19554670678,50015146,28,1,20150126
23319365,42236812998,50010544,50008168,1,20150126
151871244,22401255116,50010549,50008168,1,20150123
714417825,43024663080,50010536,50008168,1,20150123
707367194,20504951287,50014273,50014815,1,20130722
308086907,38898681691,50008811,28,1,20140715
137629493,17354672423,50008722,50014815,1,20140715
1802549062,17383345857,50006520,50014815,11,20141120
1917034145,42093016520,50008705,28,1,20141102
1027622151,39992132397,121452056,50008168,1,20150202
115883465,40555722591,50006095,28,1,20141016
790433698,41451416654,50006966,28,1,20141220
357063413,39811328797,203527,28,1,20141220
2010001102,42398294028,50158020,50008168,1,20141224
86847538,36645061093,50024631,28,1,20141224
891503973,41187621730,122676024,28,1,20141116
1053006579,26460036219,50012451,50008168,1,20130927
293592787,5075171490,50012363,122650008,1,20130927
378644382,16750421609,50011993,28,1,20130927
1012912461,13359971521,50006030,50022520,1,20121121
488322635,9303420104,50010566,50008168,1,20121121
1062442355,20346384708,50012428,28,1,20121121
112083154,16878944325,50156020,50008168,1,20130502
1117916711,10426721459,50012359,122650008,1,20130502
58368113,40310442746,50010558,50008168,1,20140821
904471547,16804114349,50023532,28,7,20140821
369616040,37089344763,50023732,28,1,20140821
71593888,24629928877,50003700,28,1,20130805
1633175145,23821228290,50023591,50022520,1,20130805
514406509,14739704994,50006030,50022520,1,20130805
93029272,36511203072,50011993,28,2,20131229
803116453,35933203297,50013636,50008168,1,20131229
374746819,19065857918,50013207,50008168,1,20131212
116150382,14871825914,50010236,50014815,1,20131212
1117031029,37440764755,50006602,50008168,1,20140304
585392806,36116179671,50010555,50008168,1,20140304
794805656,35043012221,121414042,50022520,2,20140628
87863219,36464652948,50008847,28,3,20140628
201102256,26501516887,50012474,28,1,20150105
2334347397,41284052003,50023591,50022520,1,20150105
419554296,37829194505,50024153,28,1,20141231
909170699,42017576466,50010557,50008168,1,20141213
674562783,36845759358,50006235,50008168,1,20141213
248493374,41772700349,50007011,50008168,1,20141127
59724310,40380188438,50009540,50014815,1,20141127
170761914,5357351563,50009541,50014815,2,20121026
892860326,20153256610,50016457,28,1,20121026
42652659,7952628994,50016034,28,1,20121026
822791019,20119129071,50013711,50008168,1,20131018
71926105,20023818596,50010557,50008168,1,20131018
717297456,18852684292,50008727,50014815,1,20131018
1782531766,14804987693,50012437,50014815,1,20130828
74122538,21702631747,50012451,50008168,1,20130828
34021678,15853022430,50010555,50008168,1,20130828
650875589,10847915319,50013636,50008168,1,20140518
75659492,35319166752,50006602,50008168,1,20140518
361780615,37626658017,50010555,50008168,1,20140518
45000942,37347423321,50012364,122650008,1,20140320
402800777,37732487004,50012361,122650008,1,20140511
57164830,17702049607,50013176,28,1,20140316
2001304021,37847526002,50006602,50008168,1,20140316
36520663,37597428209,50006602,50008168,1,20140316
1692673864,14107175176,50006908,50014815,1,20140604
1726543576,35876591472,50024151,28,1,20140604
651048823,20328756243,50013187,28,1,20140611
476878512,38076559297,50023670,28,1,20140611
727041318,41310671586,50023612,50022520,1,20141008
618607562,13748838597,121470030,50014815,1,20141008
893820727,7194169752,50024147,28,1,20141020
902964571,40929690777,50012365,122650008,1,20141110
2121259368,21843555377,50010557,50008168,1,20141110
102766393,36872080258,50024842,50008168,1,20140130
108123656,19486589074,50010558,50008168,1,20130924
415651471,19850226972,50012451,50008168,1,20130924
62793281,21888295647,50013711,50008168,1,20130924
11639180,23152268846,50016706,50022520,1,20130619
192550633,14598961597,50013207,50008168,1,20130619
12935181,16573671254,50013636,50008168,1,20130103
50146474,14816701758,50013190,28,1,20130103
710346642,20783908909,50012365,122650008,1,20130103
1592409025,15208934944,50012788,28,1,20131013
644758048,15912901804,50023591,50022520,1,20131013
421071740,10770103838,50016704,50022520,1,20130802
2071288346,40494577222,50013636,50008168,1,20140919
811575010,19625164686,50015579,50022520,1,20130313
150164695,22985204387,50012360,122650008,1,20130313
284982075,21542468724,50024842,50008168,2,20130313
833163850,14902779495,50010555,50008168,1,20130307
337933879,7104319843,50003700,28,1,20130307
1828827474,26698656018,50012451,50008168,1,20131125
874621830,26692404101,50012359,122650008,1,20131125
52866147,35041519085,50012328,50008168,1,20131125
877551711,13575165124,50012788,28,1,20131220
13959156,13697814812,50012424,28,2,20131220
381738910,36324662957,50012359,122650008,1,20131220
16508737,40832904702,50013636,50008168,1,20140928
706290011,40309040372,50023670,28,7,20140928
10777245,24357964587,50006602,50008168,1,20130621
485825810,6116829439,50016030,50008168,2,20130621
1093315143,22261876294,50010545,50008168,1,20130621
197797522,14056558295,50016704,50022520,1,20130212
354929951,42605523274,50023636,28,2,20150123
717579326,20090844864,50018831,50014815,1,20150123
21126725,20269960909,50010542,50008168,1,20121111
849209402,20090128791,50010549,50008168,1,20121111
408782402,20087740163,50012451,50008168,1,20121111
33606093,15666845275,50010558,50008168,1,20121111
676112387,16459564211,50012442,50008168,1,20130727
206706236,41131387000,50010557,50008168,8,20140922
113357955,17447307099,251725,28,1,20140922
559351364,41226171088,50023722,28,1,20150123
14826747,40403529238,50012835,50014815,1,20141228
1122603408,41593655414,50013636,50008168,1,20141228
22153460,41577227970,50012564,50014815,2,20141030
2184390775,36945991354,50011993,28,1,20141030
685131418,23904656405,50013711,50008168,1,20130414
1618659210,18960591334,50013711,50008168,1,20130414
290416376,23753204779,50012364,122650008,1,20130414
674795288,35591503212,50012359,122650008,1,20131224
163434213,36180292188,50023670,28,1,20131224
751109889,12751555173,50024439,28,1,20131224
42862034,16541191934,50011993,28,1,20140525
581788279,15445549112,50016704,50022520,1,20140525
844701536,37953519127,50013636,50008168,1,20140525
67966573,15305777299,50005987,50014815,40,20130320
73090273,13158997959,50010565,50008168,1,20130320
1080875032,35713716089,50013217,50014815,1,20131229
676042293,18972105226,50010544,50008168,1,20131229
1118964539,18534931467,50013207,50008168,1,20130328
121608198,17259614302,50013636,50008168,1,20130328
409260214,18816018539,50013207,50008168,1,20130627
1653278527,10659119323,50016006,28,1,20130627
915998381,37494156770,50012245,50014815,2,20141212
1046272175,41583973774,50012365,122650008,1,20141216
903939018,18244584284,50012451,50008168,1,20120903
833663128,13283656744,50023591,50022520,1,20120903
135407828,15351113167,50009542,50014815,1,20120903
115331979,19265736035,50010558,50008168,1,20120903
51732090,23190508621,50023531,28,10,20140513
868016191,37884093410,50008856,28,1,20140513
1109717649,35559448062,50010558,50008168,1,20140513
899663236,19629599028,50013636,50008168,1,20130626
13205018,14284618180,50014277,50014815,1,20130626
20287566,22780168405,121452056,50008168,1,20140705
916718801,38752883224,50010558,50008168,1,20140705
776003782,19166576777,50001748,50014815,1,20140705
204430,21416328484,50000820,28,4,20140903
2197300223,40164793197,50010558,50008168,1,20140903
44676816,40237217646,50014530,50008168,1,20140903
24911195,35689085952,121394024,50008168,1,20141019
173789766,20208993428,50012460,50014815,1,20141019
711528325,15799901720,50012451,50008168,1,20140228
40616940,37075380759,50013207,50008168,1,20140228
345518849,25641120689,50006602,50008168,1,20140228
716580506,12305006841,50016032,28,2,20140918
171495477,41562983072,50012428,28,1,20141013
54983976,5539032073,50024842,50008168,1,20130919
95246127,14960797356,50012456,50014815,1,20130919
115230893,39989168058,50010555,50008168,1,20140728
1691663528,38511712798,50009540,50014815,1,20140728
258784119,18608044473,50018820,38,1,20140728
